"STATISTIC Label","Quarter","Number of Bedrooms","Property Type","Location","UNIT","VALUE"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Summerhill, Dublin 1","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Aungier Street, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Charlemont Street, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Grand Canal Dock, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Grand Canal Square, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Hanover Quay, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Lower Mount Street, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Pearse Street, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Tara Street, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Temple Bar, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Townsend Street, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dublin 3","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Clonliffe, Dublin 3","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Clontarf, Dublin 3","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Drumcondra, Dublin 3","Euro","2463.69"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","East Wall, Dublin 3","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Eastwall, Dublin 3","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Fairview, Dublin 3","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Marino, Dublin 3","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","North Strand, Dublin 3","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dublin 4","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Ballsbridge, Dublin 4","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Donnybrook, Dublin 4","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Irishtown, Dublin 4","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Merrion, Dublin 4","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Pembroke, Dublin 4","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Ringsend, Dublin 4","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Sandymount, Dublin 4","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dublin 5","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Artane, Dublin 5","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Killester, Dublin 5","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Raheny, Dublin 5","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dublin 6","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dartry, Dublin 6","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Harolds Cross, Dublin 6","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Milltown, Dublin 6","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Ranelagh, Dublin 6","Euro","3886.11"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Rathgar, Dublin 6","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Rathmines, Dublin 6","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Terenure, Dublin 6","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dublin 6W","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Harolds Cross, Dublin 6W","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Templeogue, Dublin 6W","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Terenure, Dublin 6W","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dublin 7","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Arbour Hill, Dublin 7","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Cabra, Dublin 7","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Navan Road, Dublin 7","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","North Circular Road, Dublin 7","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Phibsboro, Dublin 7","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Smithfield, Dublin 7","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Stoneybatter, Dublin 7","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Christchurch, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Cork Street, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dolphins Barn, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Inchicore, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Islandbridge, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Kilmainham , Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Portobello, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Rialto, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","South Circular Road, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","The Coombe, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dublin 9","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Ballymun, Dublin 9","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Beaumont, Dublin 9","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Drumcondra, Dublin 9","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Glasnevin, Dublin 9","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Santry, Dublin 9","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Whitehall, Dublin 9","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dublin 10","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Ballyfermot, Dublin 10","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Cherry Orchard, Dublin 10","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dublin 11","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Ballymun, Dublin 11","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Finglas, Dublin 11","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Glasnevin, Dublin 11","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Meakstown, Dublin 11","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","St Margarets Road, Dublin 11","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dublin 12","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Crumlin, Dublin 12","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Drimnagh, Dublin 12","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Kimmage, Dublin 12","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Walkinstown, Dublin 12","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dublin 13","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Baldoyle, Dublin 13","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Balgriffin, Dublin 13","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Clongriffin, Dublin 13","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Donaghmede, Dublin 13","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Sutton, Dublin 13","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dublin 14","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Churchtown, Dublin 14","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Clonskeagh, Dublin 14","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dundrum, Dublin 14","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Goatstown, Dublin 14","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Rathfarnham, Dublin 14","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Ashtown, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Blanchardstown, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Carpenterstown, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Castleknock, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Clonee, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Clonsilla, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Coolmine, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Mulhuddart, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Ongar, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Porterstown, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Royal Canal Park, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Tyrrelstown, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dublin 16","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Ballinteer, Dublin 16","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dundrum, Dublin 16","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Knocklyon, Dublin 16","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Rathfarnham, Dublin 16","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Sandyford, Dublin 16","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dublin 17","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Malahide Road, Dublin 17","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Northern Cross, Dublin 17","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dublin 18","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Cabinteely, Dublin 18","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Carrickmines, Dublin 18","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Foxrock, Dublin 18","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Leopardstown, Dublin 18","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Sandyford, Dublin 18","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Stepaside, Dublin 18","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dublin 20","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Chapelizod, Dublin 20","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Palmerstown, Dublin 20","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Clondalkin, Dublin 22","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dublin 24","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Ballycullen, Dublin 24","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Citywest, Dublin 24","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Firhouse, Dublin 24","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Tallaght, Dublin 24","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Galway","Euro","1852.1"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Galway City","Euro","1940.37"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Athenry, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Ballinasloe, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Ballybane, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Ballybrit, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Barna, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Bohermore, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Claregalway, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Clifden, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Doughiska, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Gort, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Headford, Galway","Euro",""
